"Plant_ID" "Year" "Electricity_kWh" "S02_short_tons" "NOx_short_tons" "Capital_Stock_USD2017_millions" "Employees_People" "Heat_content_of_gas_Mwh_daily" "Heat_content_of_oil_Mwh_daily" "Heat_content_of_coal_Mwh_daily" "Clean_Air_Act_PhaseI"
"15" 879 90 4148.57854545455 19135.7281818182 22386.9963636364 3173.95533283397 363.727272727273 0.139038830123034 0 39.1984905532713 0.545454545454545
"16" 887 90 6389.26454545455 88535.4518181818 21079.8190909091 2141.59142485836 345.454545454545 0.0623559025267828 0.0437443041970493 53.1051202593599 0.545454545454545
"17" 889 90 9264.27024909091 236761.450909091 59282.4254545455 2013.81209669786 264.090909090909 0 0.0756413170286167 75.6570735397855 0.545454545454545
"18" 983 90 9550.57227272727 241952.354545455 64733.4909090909 1983.66122003274 390.454545454545 0 0.0156061110269748 75.4117961516074 0.545454545454545
"19" 988 90 3945.87245454545 58859.8527272727 23297.81 1925.05471425263 311.909090909091 0 0.132256878617058 30.9206668640426 0.545454545454545
"20" 991 90 637.338363636364 10986.5 2356.99545454545 678.845736091309 99.1818181818182 0 0.0671992155710707 5.85598245923281 0.545454545454545
"21" 994 90 9317.509 103363.836363636 27093.2254545455 3057.48321742463 324.363636363636 0 0.10347122504304 77.5479303702871 0.545454545454545
"22" 1004 90 161.666328545455 4690.64090909091 1106.99636363636 384.267556355187 66.6363636363636 0 0.0302638902884025 1.74391991892471 0.545454545454545
"23" 1008 90 2209.62924545455 46316.2572727273 10230.3154545455 860.95272243904 151.454545454545 0 0.148639141841545 18.9042822646855 0.545454545454545
"24" 1012 90 1971.94746909091 44813.95 9142.52909090909 615.717236478233 86.4545454545455 0.0148801843606643 0.00531517243478564 16.9950625589843 0.545454545454545
"25" 1047 90 1007.70254072727 5783.23 6477.70636363636 539.591313514759 51.1818181818182 0 0.0340622171514441 9.53375333796808 0.545454545454545
"26" 1250 90 1783.06818181818 4573.28090909091 6667.96909090909 683.656535165033 134.909090909091 0.301320584832651 0 16.2138655031528 0.545454545454545
"27" 1355 90 3134.59536363636 51039.6018181818 10545.24 776.541283556415 149.181818181818 0 0.0499079286618957 26.7186432063176 0.545454545454545
"28" 1356 90 9277.52518181818 93203.1290909091 30176.4909090909 2287.07040903336 237.363636363636 0 0.133677787902037 76.5213847460003 0.545454545454545
"29" 1357 90 892.073454545455 19411.3309090909 4779.55636363636 416.307129408564 105.272727272727 0 0.0104205471386385 8.32033293942419 0.545454545454545
"30" 1364 90 7147.45836363636 127942.432727273 25941.5627272727 1983.41100162671 418.545454545455 0.0896497840593063 0.166263608287902 58.6242337726449 0.545454545454545
"31" 1570 90 428.502272727273 3423.90545454545 1377.46545454545 354.836735858511 66.3636363636364 0 0.0244421413202107 3.69278490597766 0.545454545454545
"32" 1606 90 1041.60661809091 10041.4545454545 3976.57090909091 220.646424422304 68.0909090909091 0 0.00725986853968581 8.19384244560374 0.545454545454545
"33" 1695 90 1924.12 11096.7709090909 6473.24272727273 843.443136106524 166.272727272727 0.0178754247131756 0.0318145158106813 15.4418681621228 0.545454545454545
"34" 1745 90 3333.22009090909 19468.1763636364 10968.2545454545 2055.48826640579 326.272727272727 0 0.123679697242873 27.8744128253138 0.545454545454545
"35" 1943 90 292.305027272727 1605.59363636364 1640.22090909091 253.968261775183 42.2727272727273 0 0.0103061064342835 2.77297884107528 0.545454545454545
"36" 2080 90 2107.50970545455 24302.8027272727 8868.47636363636 638.839319517375 157.363636363636 0 0.0339854105641872 17.5557231293474 0.545454545454545
"37" 2103 90 11497.7482727273 202498.418181818 37231.6 3160.6642579778 466.454545454545 0 0.284816834158632 93.1816223813453 0.545454545454545
"38" 2107 90 3651.61572727273 72015.2390909091 27879.1636363636 1195.03771363476 248.545454545455 0 0.0345933079268823 30.9102645210553 0.545454545454545
"39" 2526 90 744.189213181818 11679.4045454545 2793.76363636364 492.06746554949 75.2727272727273 0 0.0316839530803432 6.55462623078594 0.545454545454545
"40" 2527 90 908.941738090909 14571.9854545455 3435.52454545455 502.878365682569 83.1818181818182 0 0.0389642985290085 7.78695431416372 0.545454545454545
"41" 2535 90 2020.96441636364 25050.2590909091 5755.49363636364 535.622771237132 89.5454545454545 0 0.0144576595937072 15.3323880744042 0.545454545454545
"42" 2549 90 4099.69527272727 49658.5890909091 18144.1590909091 2183.09693408407 291.454545454545 0 0 34.4553391458346 0.545454545454545
"43" 2554 90 3549.51927272727 53407.9045454545 9726.86545454545 1243.69789652716 204.727272727273 0 0.0273136202821584 28.3409652089467 0.545454545454545
"44" 2642 90 1255.37036363636 20509.9672727273 3768.73818181818 533.832905440183 132.727272727273 0 0.0408157527660864 10.6255868069915 0.545454545454545
"45" 2706 90 2276.77572727273 17998.7536363636 9416.13454545455 420.916281674137 83.1818181818182 0 0.0339469572602778 18.0354370559755 0.545454545454545
"46" 2718 90 2471.23436363636 17966.9854545455 7018.92454545455 1243.38018173464 152.454545454545 0 0.140549282735773 19.8208323432568 0.545454545454545
"47" 2721 90 2057.97563636364 15019.7309090909 5931.29636363636 963.034897886749 139.818181818182 0 0.0583718499425311 16.4658618010717 0.545454545454545
"48" 2727 90 9800.58163636364 65122.8318181818 25503.9527272727 1722.29110838855 183.181818181818 0 0.147264201209144 71.5639090562729 0.545454545454545
"49" 2790 90 383.698680909091 2818.61909090909 810.191818181818 217.111426901689 50.7272727272727 0.000506019889612454 0 4.07565825535229 0.545454545454545
"50" 2850 90 14944.5522727273 158133.332727273 67111.0418181818 2811.99367987055 542.363636363636 0 0.0818595855491407 118.189286460491 0.545454545454545
"51" 2864 90 2383.38263636364 66488.3681818182 12607.6736363636 1221.98481488887 249 0 0.0131178494962387 21.6940191958963 0.545454545454545
"52" 2872 90 7398.82363636364 249542.999090909 42533.8790909091 2172.9308354309 369.272727272727 0 0.186857334533948 57.7186768684262 0.545454545454545
"53" 2876 90 7779.99836363636 210155.984545455 48816.5590909091 1676.47783313881 336.636363636364 0 0.0209796095627275 61.3374938075135 0.545454545454545
"54" 3098 90 2013.07561818182 4560.87818181818 10148.1763636364 1278.87105916616 216.818181818182 0 0.0862514865849521 18.6257947626625 0.545454545454545
"55" 3130 90 1198.13709090909 15887.5663636364 4489.12181818182 627.484452384145 93.9090909090909 0 0.109897684522462 10.8046673847211 0.545454545454545
"56" 3131 90 3660.12345454545 55462.2863636364 13035.6827272727 1164.80541507431 131.545454545455 0 0.238092222798779 30.044359604212 0.545454545454545
"57" 3138 90 1615.92709090909 21787.2854545455 8329.23272727273 802.152911563738 154.727272727273 0 0.0378504207677291 14.8227741359739 0.545454545454545
"58" 3140 90 8637.17127272727 118590.993636364 23657.2127272727 1776.40889081331 209.818181818182 0 0.319891468336005 68.3795072484882 0.545454545454545
"59" 3149 90 9562.05845454545 120636.929090909 25900.8018181818 1728.67255782395 189.090909090909 0 0.345039532692262 72.8846864066799 0.545454545454545
"60" 3178 90 2119.29981818182 30595.9736363636 9341.17454545455 549.207916120331 84.4545454545455 0 0.0192913870419369 17.1188109027524 0.545454545454545
"61" 3297 90 3761.55872727273 33696.97 15966.1554545455 766.083341344262 92.2727272727273 0 0.205585936861571 29.8309416870402 0.545454545454545
"62" 3497 90 6577.062 57885.8681818182 18938.8945454545 1078.74900469992 220.545454545455 0.861970285301181 0 57.5867838616916 0.545454545454545
"63" 3644 90 1114.09481818182 4907.26181818182 3917.13 332.079332998768 97.5454545454545 0 0.0110682262992105 10.0020938192551 0.545454545454545
"64" 3775 90 3907.94090909091 20808.5945454545 15947.8427272727 960.485030548153 173.636363636364 0 0.0294104958312467 29.4376106955508 0.545454545454545
"65" 3776 90 1239.96745454545 8755.59636363636 4871.45636363636 771.132162715105 130 0 0.0987903222636665 10.670658634828 0.545454545454545
"66" 3788 90 2175.67172727273 13562.8772727273 6713.62636363636 1090.57265356733 197.181818181818 0 0.146779439589842 18.5144633010622 0.545454545454545
"67" 3796 90 1138.10154545455 7965.34181818182 5100.75818181818 540.874549028167 128.818181818182 0 0.0324299797595716 9.36037790621152 0.545454545454545
"68" 3936 90 1235.184 7273.56181818182 5489.52363636364 798.123456502829 138.545454545455 0 0.022441325702938 9.79688312538376 0.545454545454545
"69" 3945 90 347.439272727273 3074.12090909091 1967.63454545455 455.647522838665 79.7272727272727 0 0.0135405136871256 3.52936083346498 0.545454545454545
"70" 3946 90 871.249545454545 9705.74272727273 5788.35454545455 491.109527690932 72.0909090909091 0.00329173718056946 0.0140596388125106 7.31295505927641 0.545454545454545
"71" 3947 90 4683.21609090909 145909.722727273 30899.8781818182 1031.96140883361 236.090909090909 0 0.0169439467921845 36.3061125388855 0.545454545454545
"72" 3948 90 6931.20690909091 70737.69 28980.91 1941.94731389556 252.454545454545 0 0.263096229625929 54.496125193345 0.545454545454545
"73" 4054 90 1044.16572727273 9820.40545454545 6949.84909090909 298.624265397244 62.6363636363636 0 0.0039804909990169 8.64319085427338 0.545454545454545
"74" 4072 90 1400.58472727273 20828.5845454545 7780.34545454545 716.187761520604 154 0.155770534466107 0.0268012152499302 12.6000420971971 0.545454545454545
"75" 4158 90 5452.49181818182 23387.5127272727 32760.5490909091 1276.98953947721 257.363636363636 0 0.0628181560278305 48.852710067425 0.545454545454545
"76" 4162 90 4352.73563636364 20040.4281818182 17508.4418181818 1061.9051325842 215 0.0886421565222256 0.025662023695746 36.3893015951147 0.545454545454545
"77" 6002 90 10332.4048181818 44209.2081818182 31156.2663636364 3261.17708269481 403.909090909091 1.18454749681158 0.172354058814123 78.8542792651905 0.545454545454545
"78" 6004 90 7425.60209090909 118786.445454545 26214.3445454545 2379.82621170161 247.636363636364 0.021306235181726 0.223526626905361 59.59476965004 0.545454545454545
"79" 6016 90 2003.055 8562.49090909091 7425.96181818182 916.310331318269 127.545454545455 0 0.0250549412245007 16.3903871411495 0.545454545454545
"80" 6017 90 4476.53272727273 19956.4681818182 10680.7381818182 1984.80878203884 238.636363636364 0 0.114787757603169 37.2317746279881 0.545454545454545
"81" 6095 90 5433.64918181818 20279.01 21545.3818181818 1286.86538015217 217.909090909091 0 0.0464231067392326 44.7904633042023 0.545454545454545
"82" 6139 90 7745.19290909091 30392.1681818182 43774.6381818182 1239.49145798273 131.181818181818 0 0.125596371943029 65.1987685951681 0.545454545454545
"83" 6146 90 15405.9811818182 60632.01 45392.8318181818 2580.32291691996 575.181818181818 0 0.264370913144651 137.135741213182 0.545454545454545
"84" 6147 90 11488.2712727273 66289.0454545455 40765.2236363636 1898.97246292965 427.272727272727 0 0.337830800125107 102.595674482737 0.545454545454545
"85" 6155 90 5693.58854545455 50384.2727272727 19811.5072727273 1425.986682307 237.545454545455 0 0.0526255425570555 45.3270009779574 0.545454545454545
"86" 6178 90 4128.71045454545 14097.4563636364 12901.9581818182 754.117507126058 107.181818181818 0 0.0261711562760904 32.1630698932745 0.545454545454545
"87" 6193 90 7185.97390909091 24813.2390909091 28058.8472727273 1126.49486200261 148.636363636364 0.174357024142975 0 57.3477387363221 0.545454545454545
"88" 6248 90 3077.00436363636 13104.1463636364 19826.7981818182 1151.66249943044 117.363636363636 0.050044125226439 0.0774231495910773 26.6147223099394 0.545454545454545
"89" 6264 90 6906.92927272727 33644.1163636364 20108.5745454545 1808.03958212449 241.454545454545 0 0.17304820826414 51.9379903879188 0.545454545454545
"90" 8042 90 12210.7632727273 78120.5381818182 49047.3790909091 1592.24892789903 178.545454545455 0 0.105665416917199 89.2965860188061 0.545454545454545
"91" 8102 90 13290.7301818182 336058.883636364 63560.4436363636 2812.11986081185 384.090909090909 0 0.165702588046754 104.91972477943 0.545454545454545
"92" 8226 90 3332.90436363636 40140.9418181818 9079.29 1013.16133031341 153.818181818182 0.151468181988461 0.0127794780941804 26.4639428614176 0.545454545454545
