"Plant_ID" "Year" "Electricity_kWh" "S02_short_tons" "NOx_short_tons" "Capital_Stock_USD1973_millions" "Employees_People" "Heat_content_of_coal_billions_btu" "Heat_content_of_oil_billions_btu" "Heat_content_of_gas_billions_btu" "Heat_content_of_gas_Mwh_daily" "Heat_content_of_oil_Mwh_daily" "Heat_content_of_coal_Mwh_daily" "S02_short_tons_daily" "NOx_short_tons_daily" "Capital_Stock_USD2017_millions" "Clean_Air_Act_PhaseI"
"78" 6004 85 7189.766 35138.15 26896.67 408.308525 257 72089.4038 228.5892 0 0 0.183683773532061 57.9277311511678 96.268904109589 73.6895068493151 2319.192422 "0"
"79" 6016 85 1944.859 8564.31 7328.03 158.517044 114 20088.068 24.0808932 0 0 0.0193502988461334 16.1418480541016 23.4638630136986 20.0767945205479 900.37680992 "0"
"80" 6017 85 4303.296 13831.27 9944.55 345.844371 243 43712.2772 136.7859822 0 0 0.109914927637812 35.1251766302848 37.8938904109589 27.2453424657534 1964.39602728 "0"
"81" 6095 85 4675.83 14257.56 20366.97 219.90044 264 48495.5452 21.5084562 0 0 0.0172832067204621 38.9687909220149 39.0618082191781 55.7999178082192 1249.0344992 "0"
"82" 6139 85 7848.961 34019.23 54971.93 213.264832 132 80835.3838 162.288 0 0 0.130407176887496 64.9555986516269 93.2033698630137 150.60802739726 1211.34424576 "0"
"83" 6146 85 13856.839 38152.61 41954.82 431.958781 700 156526.4794 537.2892 0 0 0.431740903481103 125.777483773864 104.527698630137 114.944712328767 2453.52587608 "0"
"84" 6147 85 13159.79 81727.7 42454.31 320.580087 528 148148.0326 541.3464 0 0 0.43500108290329 119.044949058481 223.911506849315 116.313178082192 1820.89489416 "0"
"85" 6155 85 5899.148 58019.9 20647.14 248.868032 270 57795.8304 64.4448 0 0 0.0517848789379332 46.4420726013785 158.958630136986 56.5675068493151 1413.57042176 "0"
"86" 6178 85 4002.559 11757.59 12845.33 132.003558 121 37606.7608 44.3688 0 0 0.0356527281739003 30.2190643042699 32.2125753424658 35.1926849315068 749.78020944 "0"
"87" 6193 85 6895.029 20399.48 29166.31 193.287532 165 69381.1916 0 281.4096 0.226127818970223 0 55.7515363159719 55.8889863013699 79.907698630137 1097.87318176 "0"
"88" 6248 85 3007.481 11548.75 21047.17 203.859974 123 31974.8468 97.338192 0 0 0.0782164967345277 25.693517096755 31.6404109589041 57.6634794520548 1157.92465232 "0"
"89" 6264 85 7073.74 30198.94 20395.39 318.240693 247 66429.3864 246.3424236 0 0 0.197949447952403 53.3796013432454 82.7368219178082 55.8777808219178 1807.60713624 "0"
"90" 8042 85 11472.489 72843.03 45766.97 272.082853 182 103845.577 168.9981426 0 0 0.135799139034904 83.4455321947592 199.569945205479 125.38895890411 1545.43060504 "0"
"91" 8102 85 12241.363 355523.62 60190.18 486.415851 365 123518.6266 192.5324184 0 0 0.154710201264827 99.2538905398228 974.037315068493 164.904602739726 2762.84203368 "0"
"92" 8226 85 3205.023 40985.83 9905.16 169.815462 161 32410.6486 151.196262 0 0 0.121494366085984 26.04370739068 112.289945205479 27.1374246575342 964.55182416 "0"
"93" 3 86 9293.69 53625.56 28224.71 350.475117713 455 90038.7904 47.4173028 685.5828 0.550902823810908 0.0381023648930762 72.351033141261 146.919342465753 77.3279726027397 1990.69866860984 "0"
"94" 8 86 7094.66 70894.71 23788.94 331.892954604 541 74884.3788 127.1770794 0 0 0.102193655041352 60.1736445842074 194.232082191781 65.1751780821918 1885.15198215072 "0"
"95" 470 86 3442.728 12151.81 15985.79 168.000210494 110 35626.0876 84.801297 15.8301 0.0127203406958416 0.0681424241975259 28.627486366599 33.2926301369863 43.7966849315069 954.24119560592 "0"
"96" 602 86 3527.121 18768.65 10833.53 225.44024263 120 35716.566 184.2378006 0 0 0.148045027680466 28.7001906498073 51.4209589041096 29.680904109589 1280.5005781384 "0"
"97" 641 86 3606.155 85072.3 16284.71 262.380421251 226 38001.774 30.4584 925.8 0.74393032363726 0.0244749701549721 30.5364787541694 233.074794520548 44.6156438356164 1490.32079270568 "0"
"98" 708 86 4987.171 67550.2 22809.24 182.100681927 306 52001.92 71.8704 0 0 0.0577517497644625 41.7863525333322 185.06904109589 62.4910684931507 1034.33187334536 "0"
"99" 709 86 9816.28 104110.39 47094.19 298.978496777 476 106480.8186 49.3206 0 0 0.0396317670338992 85.5630912100437 285.233945205479 129.025178082192 1698.19786169336 "0"
"100" 728 86 6357.822 127545.64 21583.77 287.177202331 439 66798.947 89.9052 0 0 0.0722436860365874 53.6765632537678 349.440109589041 59.1336164383562 1631.16650924008 "0"
"101" 856 86 3451.566 22269 14394.58 186.006632342 153 34023.8454 37.670829 0 0 0.030270546564759 27.3399981851438 61.0109589041096 39.4372054794521 1056.51767170256 "0"
"102" 861 86 3752.825 136397.12 31885.77 219.60950454 290 40513.349 32.0173308 0 0 0.0257276552862878 32.5546649742917 373.690739726027 87.3582739726027 1247.3819857872 "0"
"103" 862 86 729.8805 18221.24 3783.8 88.0927143453 102 7901.3078 10.451322 0 0 0.00839820194199311 6.34912774769022 49.9212054794521 10.3665753424658 500.366617481304 "0"
"104" 863 86 1023.9925 23714.63 3661.96 68.1703253757 93 10759.7074 13.7011392 0 0 0.0110096056591652 8.6460062738434 64.9715890410959 10.0327671232877 387.207448133976 "0"
"105" 864 86 1307.2169 30111.24 4476.78 132.947281204 147 13117.4568 169.6168866 0 0 0.136296333271422 10.5405853127261 82.4965479452055 12.2651506849315 755.14055723872 "0"
"106" 876 86 4976.267 171637.09 44489.74 265.919434511 333 55367.771 0 75.5897 0.0607404082789408 0 44.4909956784443 470.238602739726 121.889698630137 1510.42238802248 "0"
"107" 879 86 5183.356 27256.28 26493.28 569.143889448 417 59029.4492 0 112.7 0.0905605395052055 0 47.433351963151 74.6747397260274 72.5843287671233 3232.73729206464 "0"
"108" 887 86 5261.067 88927.97 17769.16 364.402140807 363 55077.5888 36.4293342 0 0 0.0292729384114235 44.2578186013652 243.638273972603 48.6826301369863 2069.80415978376 "0"
"109" 889 86 10312.7603 260287.25 64590.32 346.279728656 266 103637.5456 103.488 0 0 0.0831581997543452 83.2783677243242 713.115753424658 176.959780821918 1966.86885876608 "0"
"110" 983 86 9733.628 264459.55 65205.05 342.326565044 389 94993.0726 13.7088 0 0 0.0110157615259003 76.3320665830803 724.546712328767 178.64397260274 1944.41488944992 "0"
"111" 988 86 3685.694 62700.34 21311.19 329.595307914 325 35294.2256 202.3248612 0 0 0.162578958168481 28.3608173181405 171.781753424658 58.3868219178082 1872.10134895152 "0"
"112" 991 86 594.135 14865.37 2231.17 111.942125593 95 6693.3228 54.8772 0 0 0.0440967953729819 5.37844652928565 40.7270410958904 6.11279452054795 635.83127336824 "0"
"113" 994 86 8450.035 103936.9 26941.9 546.807091086 324 88954.6172 165.2154 0 0 0.132759500963339 71.4798413940642 284.758630136986 73.8134246575343 3105.86427736848 "0"
"114" 1004 86 58.9465 1693.16 398.4 65.5747955155 73 786.2928 14.9604 0 0 0.0120214897534488 0.631828750461922 4.63879452054795 1.09150684931507 372.46483852804 "0"
"115" 1008 86 1441.7076 40460.63 7479.15 143.860537502 163 15660.2602 140.973 0 0 0.113279422676729 12.5838652396087 110.85104109589 20.4908219178082 817.12785301136 "0"
"116" 1012 86 1409.18233 39973.33 7391.77 100.087561853 75 14432.9772 1.74258 13.104 0.0105297720468164 0.0014002571866103 11.5976770354776 109.51597260274 20.2514246575342 568.49735132504 "0"
"117" 1047 86 1221.574548 7527.87 8844.38 94.3280976009 55 13966.1262 39.984 0 0 0.0321293044505425 11.2225370316751 20.624301369863 24.2311780821918 535.783594373112 "0"
"118" 1250 86 1251.918 4307.06 5258.1 115.578927616 135 14966.6914 0 377.5232 0.303360289864522 0 12.0265452332912 11.8001643835616 14.4057534246575 656.48830885888 "0"
"119" 1355 86 3081.035 61285.93 11775.98 128.528747496 138 34028.0562 45.864 0 0 0.0368542021638575 27.3433817904654 167.906657534247 32.2629589041096 730.04328577728 "0"
"120" 1356 86 6936.212 77169.43 24831.48 393.69539848 233 73009.9454 175.54656 0 0 0.141061146245634 58.6674360662786 211.423095890411 68.0314520547945 2236.1898633664 "0"
"121" 1357 86 923.301 19194.28 4998.05 72.5279374561 106 10662.1084 8.7192 0 0 0.00700634832345863 8.56758020378867 52.5870684931507 13.6932876712329 411.958684750648 "0"
"122" 1364 86 6795.405 20114.53 27209.62 335.274247124 521 70266.9276 184.044 183.3725 0.147349711893685 0.147889298426762 56.463273050836 55.108301369863 74.546904109589 1904.35772366432 "0"
"123" 1570 86 389.508 3420.21 1428.91 59.2635904047 64 4241.168 22.5036 0 0 0.0180828585342444 3.40800765050766 9.37043835616438 3.91482191780822 336.617193498696 "0"
"124" 1606 86 1078.095 10402.27 4336.61 38.0887976832 68 10431.0388 0 0 0 0 8.38190329483346 28.4993698630137 11.8811232876712 216.344370840576 "0"
"125" 1695 86 2029.514 13259.21 6335.34 150.498959323 192 20503.4408 44.3688 0 0 0.0356527281739003 16.4756225426889 36.326602739726 17.357095890411 854.83408895464 "0"
"126" 1745 86 3155.324 19903.45 10105.73 357.531591769 315 34418.0808 190.7369562 0 0 0.153267450373139 27.6567876307165 54.53 27.6869315068493 2030.77944124792 "0"
"127" 1943 86 243.9648 2692.26 1256.16 43.9099654454 38 3057.4464 1.764 0 0 0.00141746931399452 2.45682338502439 7.37605479452055 3.44153424657534 249.408603729872 "0"
"128" 2080 86 1703.623 73983.19 7123.04 106.572404355 160 18470.506 64.63926 0 0 0.0519411380551664 14.8420495855735 202.693671232877 19.5151780821918 605.3312567364 "0"
"129" 2103 86 11133.609 239124.95 37357.01 535.756062061 486 112077.804 302.6604 0 0 0.243203985012079 90.0605714001657 655.136849315069 102.34797260274 3043.09443250648 "0"
"130" 2107 86 3939.674 92361.79 30195.62 206.068597666 265 41498.7282 25.893 0 0 0.0208064245732767 33.3464704043645 253.046 82.7277260273973 1170.46963474288 "0"
"131" 2526 86 538.5642 9434.03 2402.84 81.2464316891 86 6312.8388 58.0356 0 0 0.0466347404304197 5.07270707664059 25.8466575342466 6.58312328767123 461.479731994088 "0"
"132" 2527 86 678.045499 11458.61 3421.49 80.4017481168 95 7416.415 68.7225 0 0 0.0552222420243699 5.95949018273734 31.3934520547945 9.37394520547945 456.681929303424 "0"
"133" 2535 86 1390.6787 19457.47 4181.52 90.1174408079 83 13166.417 20.2101186 0 0 0.0162399223059467 10.5799274788865 53.3081369863014 11.4562191780822 511.867063788872 "0"
"134" 2549 86 3224.73 39492.83 14342.6 361.572602095 306 33725.5284 0 0 0 0 27.1002843567181 108.199534246575 39.2947945205479 2053.7323798996 "0"
"135" 2554 86 2957.508 41200.55 8831.25 203.747377223 214 30077.2472 0 0 0 0 24.1686932853898 112.878219178082 24.1952054794521 1157.28510262664 "0"
"136" 2642 86 936.994 16700.41 2861.23 90.7392897477 133 9942.6718 51.5844 0 0 0.0414508526535255 7.98947402245956 45.7545479452055 7.83898630136986 515.399165766936 "0"
"137" 2706 86 2444.484 15834.5 10144.63 72.314618921 105 24578.3204 43.2863676 0 0 0.0347829352535639 19.750008478756 43.3821917808219 27.7935068493151 410.74703547128 "0"
"138" 2718 86 2284.077 16339.09 6694.09 192.901529277 156 22300.1906 125.6808336 0 0 0.100991340694587 17.9194080905494 44.7646301369863 18.3399726027397 1095.68068629336 "0"
"139" 2721 86 2327.086 17223.76 6886.38 154.979685193 145 23076.96 59.1732456 0 0 0.0475489001402842 18.5435842745346 47.1883835616438 18.8667945205479 880.28461189624 "0"
"140" 2727 86 9552.389 60945.01 25860.45 295.699700653 196 86332.1132 212.8396788 0 0 0.171028182255924 69.3725177286289 166.972630136986 70.8505479452055 1679.57429970904 "0"
"141" 2790 86 281.2021 2955.75 787.64 34.3522706052 52 3763.2896 0 0 0 0 3.02400653496299 8.09794520547945 2.15791780821918 195.120897037536 "0"
"142" 2850 86 14909.797 173494.72 69339.41 474.72324785 540 146273.2668 85.4502936 0 0 0.0686639280327791 117.538473439191 475.328 189.97098630137 2696.428047788 "0"
"143" 2864 86 2384.9565 62652.51 12423.97 205.698523118 282 27146.2312 19.0632288 0 0 0.0153183343818915 21.8134635581636 171.650712328767 34.0382739726027 1168.36761131024 "0"
"144" 2872 86 7924.856 275311.78 44981.03 365.581239572 377 75871.8524 246.8614344 0 0 0.19836650117385 60.9671329778467 754.278849315069 123.235698630137 2076.50144076896 "0"
"145" 2876 86 7381.259 208739.05 47011.7 294.69433204 338 73139.1178 19.992 0 0 0.0160646522252712 58.7712330692349 571.887808219178 128.799178082192 1673.8638059872 "0"
"146" 3098 86 1710.661 3847.15 9442.84 219.612986579 231 20158.3814 130.0140786 0 0 0.10447333718978 16.1983486702369 10.5401369863014 25.8707945205479 1247.40176376872 "0"
"147" 3130 86 1225.454 15879.55 4571.18 106.513028835 105 13689.7108 190.2628056 0 0 0.152886444746318 11.0004223222559 43.5056164383562 12.5237808219178 604.9940037828 "0"
"148" 3131 86 3805.002 58448.27 14108.64 191.374696666 144 38599.104 279.9996444 0 0 0.224994843461665 31.0164656846276 160.132246575342 38.6538082191781 1087.00827706288 "0"
"149" 3138 86 1860.936 25351.09 9950.28 138.748074585 176 21965.3918 33.9590286 0 0 0.0272879143841056 17.6503791646071 69.4550410958904 27.2610410958904 788.0890636428 "0"
"150" 3140 86 8848.237 123515.56 26588.63 285.131243487 211 87874.7292 324.5066916 0 0 0.26075866073066 70.612093036609 338.398794520548 72.8455616438356 1619.54546300616 "0"
"151" 3149 86 9324.038 105086.67 26656.2 287.896268112 190 89170.441 439.8631272 0 0 0.353453789775322 71.6532674789449 287.908684931507 73.0306849315069 1635.25080287616 "0"
"152" 3178 86 2445.425 34385.39 11136.86 87.7581231815 85 25271.0856 18.0327 0 0 0.0144902488086559 20.3066827490526 94.2065479452055 30.5119452054795 498.46613967092 "0"
